severity,experiment,anomaly_type,identifier,previous_identifier,next_identifier,metrics_json,context_note
high,ablation,group_extreme_success_rate,ablation|contextual_policy|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|contextual_policy|opaque_dependency_l6|training|131|52008||1999|,ablation|contextual_policy|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|contextual_policy|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|contextual_policy|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|contextual_policy|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|prophecy_no_imagination|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|prophecy_no_imagination|opaque_dependency_l6|training|131|52008||1999|,ablation|prophecy_no_imagination|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|prophecy_no_imagination|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|prophecy_no_imagination|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|prophecy_no_imagination|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch1_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch1_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch1_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch1_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch1_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch1_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch1_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch4_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch4_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch4_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch4_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch1_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch1_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch1_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch1_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch2_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch2_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch2_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch2_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch2_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch2_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch4_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch4_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth1_branch1_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth1_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth1_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth1_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth1_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch2_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch2_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch2_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch2_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch2_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch1_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch4_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch4_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch4_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch4_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch1_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch1_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch1_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch1_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch4_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch1_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch2_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth2_branch4_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth2_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth2_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth2_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth2_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|imagination_no_validated_value|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|imagination_no_validated_value|opaque_dependency_l6|training|131|52008||1999|,ablation|imagination_no_validated_value|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|imagination_no_validated_value|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|imagination_no_validated_value|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|imagination_no_validated_value|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_no_validated_information|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_no_validated_information|opaque_dependency_l6|training|131|52008||1999|,ablation|full_no_validated_information|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_no_validated_information|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_no_validated_information|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_no_validated_information|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_aassr|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_aassr|opaque_dependency_l6|training|131|52008||1999|,ablation|full_aassr|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_aassr|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_aassr|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_aassr|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_no_error_penalty|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_no_error_penalty|opaque_dependency_l6|training|131|52008||1999|,ablation|full_no_error_penalty|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_no_error_penalty|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_no_error_penalty|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_no_error_penalty|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
